candidate_id,assertion_id,source_name,source_page,source_slot,year,month,day,date_iso,place,region,country,country_code,crop_box_px,page_width_px,page_height_px,diagram_status,straight_component_tier,straight_component_candidate,detector_score,dominant_axis_image_deg,axis_uncertainty_deg,axis_candidates_image_deg,line_segment_count,max_segment_length_px,dominant_support_length_px,dominant_support_fraction,ink_pixels,mid_gray_pixels,dark_to_mid_ratio,dark_component_count,largest_dark_component_px,axis_reference,geographic_azimuth_qualified,caveat,detector_version,source_pdf_sha256
sc_e4ce1dfbcc343db9,a_2114585a7a3a59,Crop Circle Center PDF catalog,73,19,1991,8,,1991-08,Weymouth,Dorset,England,GB,"610,1330,941,1530",1241,1754,diagram,high,yes,0.771,179.8,0.6,179.8;27.8;66.9;109.4,34,48.8,213.8,0.231,6320,6604,0.957,4,3242,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_57bb60d52f783938,a_9ac0a45ecd163a,Crop Circle Center PDF catalog,73,20,1991,9,,1991-09,Kingston,Wiltshire,England,GB,"921,1330,1241,1530",1241,1754,diagram,none,no,0.383,59.9,0.5,59.9;124.1;108.3,8,26.0,43.7,0.252,3432,3469,0.989,1,3432,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_ff13c98bc2664c2a,a_d2c6f1c706c7a7,Crop Circle Center PDF catalog,74,1,1991,9,3,1991-09-03,Lethbridge,Alberta,Canada,CA,"0,10,320,230",1241,1754,diagram,none,no,0.271,123.2,0.0,123.2;57.5,7,25.3,25.3,0.157,3421,3472,0.985,1,3421,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_1f612b6e60a39b28,a_ef8705a9d4793f,Crop Circle Center PDF catalog,74,2,1991,9,3,1991-09-03,Warner,Alberta,Canada,CA,"300,10,631,230",1241,1754,diagram,low,yes,0.438,75.7,2.5,75.7;118.5;15.6;153.5,25,28.9,100.7,0.183,12452,12609,0.988,4,4316,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_2b8d8117be864e7a,a_04d3412c2ccc6b,Crop Circle Center PDF catalog,74,3,1991,9,9,1991-09-09,Chilgrove,West Sussex,England,GB,"610,10,941,230",1241,1754,diagram,medium,yes,0.534,180.0,0.0,180.0;72.6;119.8,5,37.5,75.0,0.516,2707,2784,0.972,2,2153,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_07d01b4c01deb7a3,a_c4050553d665dd,Crop Circle Center PDF catalog,74,4,1991,10,,1991-10,Blood Indian Reserve,Alberta,Canada,CA,"921,10,1241,230",1241,1754,no_diagram,none,no,0.000,,,,2,16.3,32.5,1.000,827,2798,0.296,72,42,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_73eae6538e9caff0,a_717bd7e51a6f1b,Crop Circle Center PDF catalog,74,5,1991,11,21,1991-11-21,Wallan,Victoria,Australia,AU,"0,340,320,560",1241,1754,diagram,medium,yes,0.591,114.4,1.5,114.4;64.9;24.2;155.7,24,40.6,142.6,0.211,3241,3417,0.948,1,3241,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_e2517330adb299f6,a_b82d81025ee86a,Crop Circle Center PDF catalog,74,6,1991,11,,1991-11,West Turif,,Australia,AU,"300,340,631,560",1241,1754,diagram,none,no,0.378,15.5,1.8,15.5;151.2;125.1;57.0,21,23.7,79.9,0.191,1017,1128,0.902,2,603,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_081a6a5b70495e21,a_511cd5d00efb90,Crop Circle Center PDF catalog,74,7,1991,12,2,1991-12-02,Wathe,Victoria,Australia,AU,"610,340,941,560",1241,1754,diagram,low,yes,0.428,166.2,0.7,166.2;33.0;78.1;97.6,6,28.1,50.3,0.328,3432,3467,0.990,1,3432,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_b19f335667ee4b4e,a_c10d5d23af62d9,Crop Circle Center PDF catalog,74,8,1991,12,2,1991-12-02,Wathe,Victoria,Australia,AU,"921,340,1241,560",1241,1754,diagram,none,no,0.378,25.6,0.6,25.6;164.4;121.3;82.6,14,28.6,62.0,0.201,1340,1409,0.951,1,1340,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_965750968dd47fef,a_cfd488d1a1db3c,Crop Circle Center PDF catalog,74,9,1991,12,2,1991-12-02,Wathe,Victoria,Australia,AU,"0,670,320,890",1241,1754,diagram,low,yes,0.648,157.2,2.5,157.2;106.2;140.0;24.5,81,42.7,281.8,0.120,9267,9736,0.952,4,2774,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_938aa09b88973c1d,a_f0ee511106235a,Crop Circle Center PDF catalog,74,10,1991,12,3,1991-12-03,Wathe,Victoria,Australia,AU,"300,670,631,890",1241,1754,diagram,none,no,0.282,26.4,0.0,26.4;147.9;162.5;118.6,7,26.8,26.8,0.157,3428,3468,0.988,1,3428,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_b714355f7294b647,a_cace41356ac434,Crop Circle Center PDF catalog,74,11,1991,12,3,1991-12-03,Wathe,Victoria,Australia,AU,"610,670,941,890",1241,1754,diagram,none,no,0.319,102.9,0.5,102.9;124.2;58.9;12.0,13,26.4,47.6,0.163,1337,1397,0.957,1,1337,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_e2f27c0ae7a6b6db,a_679005415c16b5,Crop Circle Center PDF catalog,74,12,1991,12,20,1991-12-20,Moskwa,Moskwa,Russia,RU,"921,670,1241,890",1241,1754,diagram,low,yes,0.597,72.4,2.1,72.4;163.9;16.1;105.8,260,33.0,667.7,0.121,11048,13032,0.848,21,1013,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_1c6a2242244b347f,a_3d0fa1eff14a27,Crop Circle Center PDF catalog,74,13,1991,12,,1991-12,Hopetoun,Victoria,Australia,AU,"0,1000,320,1205",1241,1754,no_diagram,none,no,0.000,,,,2,16.3,32.5,1.000,810,2791,0.290,72,42,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_7c1d6fd851e24f56,a_7418b9a8374762,Crop Circle Center PDF catalog,74,14,1991,12,,1991-12,Hopetoun,Victoria,Australia,AU,"300,1000,631,1205",1241,1754,diagram,none,no,0.400,117.9,0.6,117.9;73.8;171.3,8,27.6,47.0,0.265,3428,3471,0.988,1,3428,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_caf2c67cd5ca59b8,a_11499af69f8a07,Crop Circle Center PDF catalog,74,15,1991,,,1991,Amersham,Buckinghamshire,England,GB,"610,1000,941,1205",1241,1754,diagram,medium,yes,0.517,0.1,0.1,0.1;90.1;119.8;51.8,12,24.4,92.5,0.355,6765,6905,0.980,1,6765,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_2c36fcb77373b876,a_635158c3bd060e,Crop Circle Center PDF catalog,74,16,1991,,,1991,Bareham,Cambridgeshire,England,GB,"921,1000,1241,1205",1241,1754,diagram,high,yes,0.702,180.0,0.1,180.0;90.0;17.9;107.9,35,42.5,205.0,0.186,6700,6841,0.979,1,6700,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_4ee87af038ff48b8,a_7e89c62380e343,Crop Circle Center PDF catalog,74,17,1991,,,1991,Beckhampton,Wiltshire,England,GB,"0,1330,320,1530",1241,1754,diagram,none,no,0.386,119.1,0.2,119.1;55.9,8,26.0,44.8,0.254,3429,3467,0.989,1,3429,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_bf4eb7692c331a05,a_03ce6c1334a414,Crop Circle Center PDF catalog,74,18,1991,,,1991,Blackland,Wiltshire,England,GB,"300,1330,631,1530",1241,1754,diagram,none,no,0.335,168.5,0.6,168.5;56.0;151.7;76.0,14,27.3,46.3,0.145,1103,1168,0.944,1,1103,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_c9db67753486e90c,a_f2536b61eca54f,Crop Circle Center PDF catalog,74,19,1991,,,1991,Bryn-y-Maen,Powys,Wales,GB,"610,1330,941,1530",1241,1754,diagram,none,no,0.315,149.6,0.0,149.6;18.0;105.6;77.2,7,28.1,28.1,0.165,3429,3467,0.989,1,3429,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_dc9aa6f9664af031,a_9586992e1c8403,Crop Circle Center PDF catalog,74,20,1991,,,1991,Bryn-y-Maen,Powys,Wales,GB,"921,1330,1241,1530",1241,1754,diagram,none,no,0.281,113.8,0.0,113.8;99.3;30.0;55.7,9,26.4,26.4,0.128,3429,3467,0.989,1,3429,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_a5ea1f3e7c772038,a_613835af7dc12d,Crop Circle Center PDF catalog,75,1,1991,,,1991,Caernarfon,Gwynedd,Wales,GB,"0,10,320,230",1241,1754,diagram,none,no,0.384,25.1,1.7,25.1;161.5;67.6,8,28.6,48.0,0.254,3425,3471,0.987,1,3425,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_ae02a1d86e6129a2,a_b2105de927267e,Crop Circle Center PDF catalog,75,2,1991,,,1991,Clench Common,Wiltshire,England,GB,"300,10,631,230",1241,1754,diagram,none,no,0.352,152.3,1.9,152.3;11.9;101.0;58.6,8,25.8,44.8,0.235,3432,3467,0.990,1,3432,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_b3161b99c6b4d873,a_77eb708b21b465,Crop Circle Center PDF catalog,75,3,1991,,,1991,Clench Common,Wiltshire,England,GB,"610,10,941,230",1241,1754,diagram,none,no,0.373,164.9,2.8,164.9;78.5;62.6;120.1,15,26.8,64.3,0.200,2182,2275,0.959,2,1098,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_9626d154f95c2b08,a_078135fca2529f,Crop Circle Center PDF catalog,75,4,1991,,,1991,Crawley,Hampshire,England,GB,"921,10,1241,230",1241,1754,diagram,none,no,0.402,164.7,0.9,164.7;33.9;81.6,8,28.8,52.2,0.270,3426,3473,0.986,1,3426,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_81bb163ed502a721,a_b9ddeb9869cf54,Crop Circle Center PDF catalog,75,5,1991,,,1991,Crawley,Hampshire,England,GB,"0,340,320,560",1241,1754,diagram,none,no,0.323,27.8,0.1,27.8;116.3;163.2;81.0,14,27.3,48.1,0.159,1114,1177,0.946,1,1114,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_20de6df7a8b197dd,a_47bcc7b26bff2d,Crop Circle Center PDF catalog,75,6,1991,,,1991,Crawley,Hampshire,England,GB,"300,340,631,560",1241,1754,diagram,low,yes,0.418,177.3,0.0,177.3;70.4;160.2;14.7,11,34.8,60.2,0.217,3863,3921,0.985,1,3863,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_413943a2c9dfc1e3,a_c81fe6baf64aa3,Crop Circle Center PDF catalog,75,7,1991,,,1991,Donderen,Drenthe,Netherlands,NL,"610,340,941,560",1241,1754,diagram,medium,yes,0.522,160.9,1.7,160.9;21.4;1.5,6,36.8,69.8,0.416,4497,4539,0.991,1,4497,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_d730d92e8bd229d0,a_632555c6c437b0,Crop Circle Center PDF catalog,75,8,1991,,,1991,Downham Market,Norfolk,England,GB,"921,340,1241,560",1241,1754,diagram,low,yes,0.420,150.0,1.2,150.0;71.4;26.0;115.9,25,31.3,88.7,0.166,2586,2773,0.933,1,2586,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_1ec93b449ff7db41,a_c0549c892fbb39,Crop Circle Center PDF catalog,75,9,1991,,,1991,Froxfield,Berkshire,England,GB,"0,670,320,890",1241,1754,diagram,none,no,0.278,14.0,0.0,14.0;114.4;78.6,7,26.4,26.4,0.156,3433,3470,0.989,1,3433,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_fe42d88821ef77c5,a_9baf86f38072cd,Crop Circle Center PDF catalog,75,10,1991,,,1991,High Wycombe,Buckinghamshire,England,GB,"300,670,631,890",1241,1754,diagram,low,yes,0.395,119.6,1.6,119.6;77.8;18.6,8,26.8,50.4,0.282,3433,3465,0.991,1,3433,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_081f8dd1cdca5938,a_fc2eda354fd8b4,Crop Circle Center PDF catalog,75,11,1991,,,1991,Longstock,Hampshire,England,GB,"610,670,941,890",1241,1754,diagram,medium,yes,0.440,46.7,0.2,46.7;134.3;153.4;108.1,12,37.2,68.2,0.209,4944,5036,0.982,3,3430,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_db7aaf5d031a3d85,a_6061f3ad443b0e,Crop Circle Center PDF catalog,75,12,1991,,,1991,Newhaven,East Sussex,England,GB,"921,670,1241,890",1241,1754,diagram,high,yes,0.972,46.1,0.1,46.1;134.0;180.0,14,106.3,218.4,0.301,5491,5711,0.961,3,5486,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_ba06d6e2ad0cee1b,a_f64b25b480e954,Crop Circle Center PDF catalog,75,13,1991,,,1991,Sapperton,Gloucestershire,England,GB,"0,1000,320,1205",1241,1754,diagram,high,yes,0.768,120.0,0.0,120.0;60.0;0.0,3,75.0,75.0,0.337,2557,2586,0.989,1,2557,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_f92336e296a4c505,a_0d2968bbccfa52,Crop Circle Center PDF catalog,75,14,1991,,,1991,South Malling,East Sussex,England,GB,"300,1000,631,1205",1241,1754,diagram,none,no,0.276,104.0,0.0,104.0;120.1,9,26.4,26.4,0.128,3428,3471,0.988,1,3428,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_4551d683fddfb504,a_134a45c11be606,Crop Circle Center PDF catalog,75,15,1991,,,1991,Sparsholt,Hampshire,England,GB,"610,1000,941,1205",1241,1754,diagram,none,no,0.369,115.7,0.0,115.7;155.5;64.1,8,27.9,40.8,0.229,3433,3473,0.988,1,3433,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_f781421567aa0973,a_daad323432352d,Crop Circle Center PDF catalog,75,16,1991,,,1991,Sparsholt,Hampshire,England,GB,"921,1000,1241,1205",1241,1754,diagram,none,no,0.386,121.1,2.2,121.1;24.6;166.9;59.5,17,25.7,69.1,0.186,2166,2271,0.954,2,1099,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_f171a902e8351d73,a_60f2c1599199c9,Crop Circle Center PDF catalog,75,17,1991,,,1991,Steeple Langford,Wiltshire,England,GB,"0,1330,320,1530",1241,1754,diagram,low,yes,0.466,166.6,0.5,166.6;106.5;62.9;129.7,17,43.4,66.7,0.139,7576,7689,0.985,1,7576,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_1c901b01eef59fbf,a_4c2fa202c38a88,Crop Circle Center PDF catalog,75,18,1991,,,1991,Ulm,Baden-WÙrttemberg,Germany,DE,"300,1330,631,1530",1241,1754,diagram,none,no,0.292,117.0,0.0,117.0;102.1;73.6,9,27.4,27.4,0.134,3432,3467,0.990,1,3432,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_fc20a65d4c9b7c08,a_8b5587af8dce2d,Crop Circle Center PDF catalog,75,19,1991,,,1991,Upton Scudamore,Wiltshire,England,GB,"610,1330,941,1530",1241,1754,diagram,none,no,0.333,155.1,2.4,155.1;120.8;27.3;167.2,24,24.5,59.2,0.126,1659,1803,0.920,3,644,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_a9bf23ade3691d96,a_4d9471f3c63b8d,Crop Circle Center PDF catalog,75,20,1991,,,1991,Vernham Dean,Hampshire,England,GB,"921,1330,1241,1530",1241,1754,diagram,none,no,0.415,89.6,0.8,89.6;179.8;26.5;118.2,10,26.8,56.4,0.256,3996,4066,0.983,1,3996,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_173182d2f28424e3,a_14f6c847f57aad,Crop Circle Center PDF catalog,76,1,1991,,,1991,West Hallam,Derbyshire,England,GB,"0,10,320,230",1241,1754,diagram,none,no,0.333,34.2,0.0,,3,18.7,18.7,0.348,2450,2504,0.978,3,1175,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_2734464178b3dce2,a_9d1014e7eaf5cc,Crop Circle Center PDF catalog,76,2,1991,,,1991,West Kennett,Wiltshire,England,GB,"300,10,631,230",1241,1754,diagram,none,no,0.262,146.6,0.0,146.6;11.4;117.7;162.4,8,26.0,26.0,0.134,3434,3473,0.989,1,3434,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_ba6fd940263a456c,a_29a4abbde52c55,Crop Circle Center PDF catalog,76,3,1991,,,1991,Westbury,Wiltshire,England,GB,"610,10,941,230",1241,1754,diagram,none,no,0.356,89.7,0.8,89.7;63.2;0.2;26.5,13,26.3,56.4,0.202,3999,4075,0.981,1,3999,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_fb1f26ed5ba9ae57,a_45d814119419b0,Crop Circle Center PDF catalog,76,4,1991,,,1991,,Wiltshire,England,GB,"921,10,1241,230",1241,1754,diagram,none,no,0.352,120.9,1.0,120.9,7,21.9,38.1,0.291,2702,2758,0.980,4,2161,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_74a9c32f0f21b193,a_89b2d9a3d6c5d1,Crop Circle Center PDF catalog,76,5,1991,,,1991,,Yorkshire,England,GB,"0,340,320,560",1241,1754,diagram,high,yes,1.000,90.0,0.1,90.0;34.8;167.3;119.7,21,95.0,347.5,0.533,6424,6767,0.949,4,2212,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_7d0dded355d572d1,a_80a33348332861,Crop Circle Center PDF catalog,76,6,1991,,,1991,,,England,GB,"300,340,631,560",1241,1754,diagram,low,yes,0.543,115.5,2.5,115.5;29.3;165.2;72.2,39,37.1,147.3,0.146,11906,12189,0.977,3,7747,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_7ca585d7cc3e1a80,a_e3c5f8dab59a69,Crop Circle Center PDF catalog,77,1,1992,2,1,1992-02-01,Methven,Canterbury,New Zealand,NZ,"0,10,320,230",1241,1754,diagram,none,no,0.378,102.6,2.4,102.6;59.0;32.3;123.2,14,27.9,62.1,0.206,2647,2748,0.963,2,1339,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_2961f5124936d194,a_bc8bcda34e25ae,Crop Circle Center PDF catalog,77,2,1992,2,5,1992-02-05,Ashburton,Canterbury,New Zealand,NZ,"300,10,631,230",1241,1754,diagram,low,yes,0.438,76.1,1.7,76.1;166.4;117.9;34.2,26,25.7,104.4,0.202,2130,2288,0.931,3,1344,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_1eb84927d8f7f053,a_76b6968d4491d4,Crop Circle Center PDF catalog,77,3,1992,3,20,1992-03-20,Dundee,Pennsylvania,United States,US,"610,10,941,230",1241,1754,diagram,none,no,0.307,26.0,0.0,26.0;167.7;120.7,6,27.9,27.9,0.187,3433,3463,0.991,1,3433,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_3e4fca9f6c250530,a_7f95517802622e,Crop Circle Center PDF catalog,77,4,1992,4,25,1992-04-25,Burford,Oxfordshire,England,GB,"921,10,1241,230",1241,1754,no_diagram,none,no,0.000,,,,2,16.3,32.5,1.000,827,2798,0.296,72,42,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_a455f8008738fc0e,a_52c89d9ccbe1ff,Crop Circle Center PDF catalog,77,5,1992,4,26,1992-04-26,Jonesboro,Arkansas,United States,US,"0,340,320,560",1241,1754,no_diagram,none,no,0.000,,,,2,16.3,32.5,1.000,819,2793,0.293,72,42,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
