candidate_id,image_link_id,assertion_ids,source_page_url,image_url,image_sha256,image_kind,inventory_http_status,public_redistribution_status,analysis_status,analysis_width_px,analysis_height_px,analysis_scale_factor,detector_score,straight_component_tier,straight_component_candidate,dominant_axis_image_deg,axis_uncertainty_deg,axis_candidates_image_deg,raw_line_segment_count,qualifying_line_segment_count,border_segment_rejection_count,dominant_cluster_segment_count,max_segment_length_px,max_segment_length_normalized,dominant_support_length_px,dominant_support_normalized,dominant_support_fraction,qualifying_lines_per_megapixel,axis_reference,geographic_azimuth_qualified,detector_version,rights_safe_output,caveat
isc_20f30307dce74025,iccra_img_323cc6c1953f9f36,iccra_8fcbcfdb5ded8747,"https://iccra.org/bystate/Kansas/ICCRA%20-%20KS%20-%20Highland,%20Doniphan%20County%20(September%2028,%201991).htm",https://iccra.org/bystate/Kansas/images/Highland1991.jpg,6a290c8222a3c2478fa1574f065274e0241e79a8ba7ba9a06adb2acf88488934,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,273,233,1.000000,0.449,none,no_review_candidate,178.0,3.3,178.0;82.3,415,10,0,6,39.1,0.168,159.5,0.685,0.597,157.210,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_55671d13598b558c,iccra_img_a46a8243604485cd,iccra_2dcc3299f76429a2,"https://iccra.org/bystate/Kansas/ICCRA%20-%20KS%20-%20Inman,%20McPherson%20County%20(June%2016,%201995).html",https://iccra.org/bystate/Kansas/images/Inman1995a.jpg,73fb3c6c0d3dd7a7eef07ed775696e977ff2c68efebb3305292e83942829eb5d,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,273,305,1.000000,0.840,high,yes_review_candidate,0.5,2.6,0.5;93.7;163.0;12.8,610,29,3,14,151.4,0.555,508.9,1.864,0.571,348.286,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_dac81dd4090b764a,iccra_img_f0a83f9560fd5b15,iccra_2dcc3299f76429a2,"https://iccra.org/bystate/Kansas/ICCRA%20-%20KS%20-%20Inman,%20McPherson%20County%20(June%2016,%201995).html",https://iccra.org/bystate/Kansas/images/Inman1995b.jpg,b4f469b22e1846f8032a1a5891b556ece83faff94075ff667da8baec8a719f64,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,273,249,1.000000,0.233,none,no_review_candidate,123.7,1.7,123.7;179.2;90.1;75.2,34,28,0,4,38.8,0.156,134.0,0.538,0.175,411.904,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_f163514cd4cf7135,iccra_img_983d40dea5be4c4a,iccra_0b3df72470c9ccde,https://iccra.org/bystate/Kansas/ICCRA%20-%20KS%20-%20Unknown%20(June%202002).html,https://iccra.org/bystate/Kansas/images/unknown2002.jpg,6158fabbb561fd15d868a6fa55c557cfdd3ad2a099d9023a9e926b669b3c58a7,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,273,186,1.000000,0.783,medium,yes_review_candidate,179.9,0.3,179.9,134,8,1,3,270.0,1.452,301.3,1.620,0.787,157.549,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_ff8dad8c52221846,iccra_img_07d9d1c05689a6e6,,https://iccra.org/bystate/Kansas/ICCRA_KS.htm,https://iccra.org/bystate/Michigan/images/map_key.jpg,c28b14676c190c476e3dd0ab369bdd73add30e7ef6d9069876a0bb3931251ac8,map_or_aerial,200,not_cleared,analyzed_private_cache,128,45,1.000000,0.840,high,yes_review_candidate,179.6,0.8,179.6,39,13,1,12,48.8,1.084,290.6,6.457,0.966,1300.000,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_6b6bac501ef0e360,iccra_img_0c39a1601c63dcb9,,https://iccra.org/bystate/Kansas/ICCRA_KS.htm,https://iccra.org/bystate/Ohio/images/miamisburg.JPG,00916643ba5ad32a263adbfd6a2a106053a2bd60037010aa38b887fb53713b2e,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,79,114,1.000000,0.353,none,no_review_candidate,128.0,3.2,128.0;92.9;32.9;151.8,45,23,0,3,25.5,0.323,55.1,0.697,0.146,2300.000,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_d39f079843f1ede2,iccra_img_b6d5d20bca0f54d9,iccra_0f30a1a1fd0d4644,"https://iccra.org/bystate/Kentucky/ICCRA%20-%20KY%20-%20Hill%20Top-Flemingsburg,%20Fleming%20County%20(May,%202003).html",https://iccra.org/bystate/Kentucky/images/hilltop2003.jpg,cfb18eff40fd83f7997fa4df392aa30fd4c0d5db8876f26c369b14290e178986,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,450,169,1.000000,0.813,medium,yes_review_candidate,1.6,2.6,1.6;13.3;25.8;170.6,191,58,0,29,75.0,0.444,754.5,4.464,0.570,762.656,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_7c7ad0d148865763,iccra_img_2c567275d96d5205,,https://iccra.org/bystate/Kentucky/ICCRA_KY.html,https://iccra.org/bystate/Michigan/images/map_key.jpg,c28b14676c190c476e3dd0ab369bdd73add30e7ef6d9069876a0bb3931251ac8,map_or_aerial,200,not_cleared,analyzed_private_cache,128,45,1.000000,0.840,high,yes_review_candidate,179.6,0.8,179.6,39,13,1,12,48.8,1.084,290.6,6.457,0.966,1300.000,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_e06b0ac6eacb7e0b,iccra_img_808df116e2a17495,,https://iccra.org/bystate/Kentucky/ICCRA_KY.html,https://iccra.org/bystate/Ohio/images/miamisburg.JPG,00916643ba5ad32a263adbfd6a2a106053a2bd60037010aa38b887fb53713b2e,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,79,114,1.000000,0.353,none,no_review_candidate,128.0,3.2,128.0;92.9;32.9;151.8,45,23,0,3,25.5,0.323,55.1,0.697,0.146,2300.000,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_4d22af7c04308ab0,iccra_img_8ed0bb03edff5da8,iccra_25d1b6a3cb3b4e03,"https://iccra.org/bystate/Louisiana/ICCRA%20-%20LA%20-%20%20Grand%20Coteau,%20Saint%20Landry%20County%20(October%2014,%202004).html",https://iccra.org/bystate/Louisiana/images/grandcoteau2004.jpg,ca752ec10c00d7197b066354b6c09dc873c88a121a99e8b9510172bdace95ad0,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,630,347,1.000000,0.806,medium,yes_review_candidate,179.9,0.2,179.9,475,8,8,8,135.0,0.389,580.1,1.672,1.000,36.595,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_823b30963476abc6,iccra_img_f5b6500bb10ef12a,iccra_f16ea964df9b69e5,"https://iccra.org/bystate/Louisiana/ICCRA%20-%20LA%20-%20%20Shreveport,%20Caddo%20County%20(May%2026,%202003).html",https://iccra.org/bystate/Louisiana/images/shreveport2003a.jpg,7a078fd21c6926466328a0fea9e712e9e71b55e243e5e5e52a9aec7e6d387cfb,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,425,318,1.000000,0.396,none,no_review_candidate,179.3,1.9,179.3,475,5,0,4,45.3,0.142,156.8,0.493,0.855,36.996,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_8890a5fc9729c62d,iccra_img_166f71afc07ad260,iccra_38f41479bbc493cb,"https://iccra.org/bystate/Louisiana/ICCRA%20-%20LA%20-%20Minden,%20Webster%20Parish%20(June%2017,%201976).htm",https://iccra.org/bystate/Louisiana/images/Minden-1976.jpg,0ce0fdbe292e258cdc1ede1533c4d071aecd8f850da67523e89d44b29964d55a,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,261,215,1.000000,0.682,low,yes_review_candidate,2.2,2.0,2.2;170.5;94.9;18.9,505,34,3,20,58.0,0.270,668.6,3.110,0.708,605.899,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_ecea9d57440d8cc3,iccra_img_f5afd1eb95b975b7,iccra_38f41479bbc493cb,"https://iccra.org/bystate/Louisiana/ICCRA%20-%20LA%20-%20Minden,%20Webster%20Parish%20(June%2017,%201976).htm",https://iccra.org/bystate/Louisiana/images/Minden-1976b.jpg,9c482aa665ef5245c6e0e877283a17046489d8135e47ac0a941b1b4a84837360,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,261,165,1.000000,0.566,none,no_review_candidate,177.3,3.0,177.3;9.1;166.2;22.4,368,47,0,16,27.7,0.168,245.5,1.488,0.341,1091.374,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_f4d12adedca100a7,iccra_img_7f27618a4bc58690,iccra_38f41479bbc493cb,"https://iccra.org/bystate/Louisiana/ICCRA%20-%20LA%20-%20Minden,%20Webster%20Parish%20(June%2017,%201976).htm",https://iccra.org/bystate/Louisiana/images/Minden-1976c.jpg,d0f86355531e30ada96e42faad2e029c61657282cbac101560ff456114e6191f,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,262,182,1.000000,0.454,none,no_review_candidate,176.9,2.9,176.9;105.2;33.2;69.3,298,29,0,10,28.7,0.158,167.4,0.920,0.332,608.170,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_1daf7fe7071d6cb7,iccra_img_173b64715b972235,,https://iccra.org/bystate/Louisiana/ICCRA_LA.htm,https://iccra.org/bystate/Michigan/images/map_key.jpg,c28b14676c190c476e3dd0ab369bdd73add30e7ef6d9069876a0bb3931251ac8,map_or_aerial,200,not_cleared,analyzed_private_cache,128,45,1.000000,0.840,high,yes_review_candidate,179.6,0.8,179.6,39,13,1,12,48.8,1.084,290.6,6.457,0.966,1300.000,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_bf3ed8e7ab9d3072,iccra_img_4258130b7688a668,,https://iccra.org/bystate/Louisiana/ICCRA_LA.htm,https://iccra.org/bystate/Ohio/images/miamisburg.JPG,00916643ba5ad32a263adbfd6a2a106053a2bd60037010aa38b887fb53713b2e,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,79,114,1.000000,0.353,none,no_review_candidate,128.0,3.2,128.0;92.9;32.9;151.8,45,23,0,3,25.5,0.323,55.1,0.697,0.146,2300.000,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_1dcbbceaaa70e869,iccra_img_30322c4613fffb8e,iccra_b9b01575c3cea0a7,"https://iccra.org/bystate/Maine/ICCRA%20-%20ME%20-%20Pittston-Gardiner,%20Kennebec%20County%20(August%204,%202002).html",https://iccra.org/bystate/Maine/images/pittston2002-1a.gif,39e59db7d74f8acae056d5a29c282203d8f5374c0f21e94fe999b3dd0c637af6,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,272,292,1.000000,0.266,none,no_review_candidate,2.2,1.3,2.2,469,3,4,2,26.3,0.097,47.7,0.175,0.695,37.772,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_92c098a3da2ca2c1,iccra_img_89e7a5686cc4ba8c,iccra_b9b01575c3cea0a7,"https://iccra.org/bystate/Maine/ICCRA%20-%20ME%20-%20Pittston-Gardiner,%20Kennebec%20County%20(August%204,%202002).html",https://iccra.org/bystate/Maine/images/pittston2002-1b.png,80da62d938c7262aaa0f4fbfe0924d5f7d571a9db002492a1f1da4ad79b68077,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,450,299,1.000000,0.577,none,no_review_candidate,1.8,2.6,1.8;168.4;20.4,764,36,0,18,38.7,0.130,512.0,1.712,0.512,267.559,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_93ca77a1ce1d8d3f,iccra_img_3a1188c457e11445,,https://iccra.org/bystate/Maine/ICCRA_ME.htm,https://iccra.org/bystate/Michigan/images/map_key.jpg,c28b14676c190c476e3dd0ab369bdd73add30e7ef6d9069876a0bb3931251ac8,map_or_aerial,200,not_cleared,analyzed_private_cache,128,45,1.000000,0.840,high,yes_review_candidate,179.6,0.8,179.6,39,13,1,12,48.8,1.084,290.6,6.457,0.966,1300.000,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_26f566d43d39a2e2,iccra_img_28fb34704c1214b3,,https://iccra.org/bystate/Maine/ICCRA_ME.htm,https://iccra.org/bystate/Ohio/images/miamisburg.JPG,00916643ba5ad32a263adbfd6a2a106053a2bd60037010aa38b887fb53713b2e,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,79,114,1.000000,0.353,none,no_review_candidate,128.0,3.2,128.0;92.9;32.9;151.8,45,23,0,3,25.5,0.323,55.1,0.697,0.146,2300.000,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_d3de5469d6c1510e,iccra_img_01623ee172053986,iccra_f8a596d87aeb0763,"https://iccra.org/bystate/Maryland/ICCRA%20-%20MD%20-%20Blue%20Ball-Elkton,%20Cecil%20County%20(May%2029,%201995).html",https://iccra.org/bystate/Maryland/images/Blue%20Ball1995.jpg,2778e8dcc083f26bf26ed711815dd12bc42f36849ae5ab9a67d9a1da82204dd1,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,273,220,1.000000,0.520,none,no_review_candidate,177.5,2.6,177.5;9.4;48.5,382,26,2,11,33.8,0.154,230.1,1.046,0.430,432.900,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_9f04892f99510799,iccra_img_5d6c4f32d318fd60,iccra_c3b167446e5e07e6,"https://iccra.org/bystate/Maryland/ICCRA%20-%20MD%20-%20Cherry%20Hill-Elkton,%20Cecil%20County%20(May%2017,%201995).html",https://iccra.org/bystate/Maryland/images/Cherry%20Hill1995.jpg,10b1c544aa227998b0b128da5f3c9b93bd950f13cf63d81898acf182121e29d3,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,273,248,1.000000,0.491,none,no_review_candidate,6.8,2.4,6.8;154.8,268,20,0,8,40.3,0.163,212.2,0.855,0.420,295.404,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_0a7e998f42e48e2d,iccra_img_955b693b10083fc4,iccra_ba42bd86a0a4938b,"https://iccra.org/bystate/Maryland/ICCRA%20-%20MD%20-%20Easton-Hills%20Point-Roe,%20Talbot%20County%20(May%2020,%202003).html",https://iccra.org/bystate/Maryland/images/eaton2003.png,35cc838e56514c1f53a7c0e35a9611e1aa3dac8887df295a952b3f9685d4cfa4,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,352,264,1.000000,0.840,high,yes_review_candidate,177.7,1.3,177.7,371,18,0,16,271.5,1.028,1023.8,3.878,0.960,193.698,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_e14decb437297551,iccra_img_588b9e3665a30f31,,https://iccra.org/bystate/Maryland/ICCRA_MD.htm,https://iccra.org/bystate/Michigan/images/map_key.jpg,c28b14676c190c476e3dd0ab369bdd73add30e7ef6d9069876a0bb3931251ac8,map_or_aerial,200,not_cleared,analyzed_private_cache,128,45,1.000000,0.840,high,yes_review_candidate,179.6,0.8,179.6,39,13,1,12,48.8,1.084,290.6,6.457,0.966,1300.000,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_0da69e8bcb2f04ec,iccra_img_cf3cc5bbe9cf5551,,https://iccra.org/bystate/Maryland/ICCRA_MD.htm,https://iccra.org/bystate/Ohio/images/miamisburg.JPG,00916643ba5ad32a263adbfd6a2a106053a2bd60037010aa38b887fb53713b2e,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,79,114,1.000000,0.353,none,no_review_candidate,128.0,3.2,128.0;92.9;32.9;151.8,45,23,0,3,25.5,0.323,55.1,0.697,0.146,2300.000,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_cbcdd098d2416613,iccra_img_e673c57fb20c4a84,iccra_bc9b5b64c7e4e55a,"https://iccra.org/bystate/Massachusetts/ICCRA%20-%20MA%20-%20Chelmsford,%20Middlesex%20County%20(August%205,%201993).html",https://iccra.org/bystate/Massachusetts/images/Chelmsford1993.jpg,a40c8cdd44a65a7d4529882aa39543166f7a93571e9c7f03cc10cbb112a1876c,diagram,200,not_cleared,analyzed_private_cache,141,131,1.000000,0.415,none,no_review_candidate,6.4,1.7,6.4;65.1;94.2;111.2,28,19,0,4,30.4,0.232,109.8,0.838,0.278,1028.639,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_00debe818f093304,iccra_img_ede8e55d0136bab4,iccra_04ebf38d8ca70605,"https://iccra.org/bystate/Massachusetts/ICCRA%20-%20MA%20-%20Waltham%20(Charles%20River),%20Middlesex%20County%20(January%2011,%201991).htm",https://iccra.org/bystate/Massachusetts/images/waltham1991.jpg,d73158d08f594455582a759e12f4ccf05947f5b3575889f1da32415bc1bfecd6,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,273,234,1.000000,0.822,medium,yes_review_candidate,8.1,2.4,8.1;88.9;141.4,413,20,0,7,130.1,0.556,317.1,1.355,0.434,313.077,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_e8de496081e55812,iccra_img_ecc22df5f57c7cd1,,https://iccra.org/bystate/Massachusetts/ICCRA_MA.htm,https://iccra.org/bystate/Michigan/images/map_key.jpg,c28b14676c190c476e3dd0ab369bdd73add30e7ef6d9069876a0bb3931251ac8,map_or_aerial,200,not_cleared,analyzed_private_cache,128,45,1.000000,0.840,high,yes_review_candidate,179.6,0.8,179.6,39,13,1,12,48.8,1.084,290.6,6.457,0.966,1300.000,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_1187204d3a7a67ff,iccra_img_f35bb56c53ff4697,,https://iccra.org/bystate/Massachusetts/ICCRA_MA.htm,https://iccra.org/bystate/Ohio/images/miamisburg.JPG,00916643ba5ad32a263adbfd6a2a106053a2bd60037010aa38b887fb53713b2e,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,79,114,1.000000,0.353,none,no_review_candidate,128.0,3.2,128.0;92.9;32.9;151.8,45,23,0,3,25.5,0.323,55.1,0.697,0.146,2300.000,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_fa69cb8a64ae47ef,iccra_img_31d242d89cab77e7,iccra_99d584a881e3d48a,https://iccra.org/bystate/Michigan/ICCRA%20-%20MI%20-%20(Southeastern)%20(October%20(late)%202005).html,https://iccra.org/bystate/Michigan/images/se2005a.jpg,d32e1a469c52f480a66a6fec9080410a607c9aa6daa5c5bb0149425d8415c04f,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,630,473,1.000000,0.490,none,no_review_candidate,178.8,2.0,178.8,1830,6,0,3,75.0,0.159,149.1,0.315,0.553,20.135,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_93ad21e581c85243,iccra_img_19b0eee28ca77539,iccra_99d584a881e3d48a,https://iccra.org/bystate/Michigan/ICCRA%20-%20MI%20-%20(Southeastern)%20(October%20(late)%202005).html,https://iccra.org/bystate/Michigan/images/se2005b.jpg,30880520621d740ed41a03fa3ab9d88a0c80879f3a4d5c73dec566878c3fc09c,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,630,583,1.000000,0.521,none,no_review_candidate,140.1,2.6,140.1;116.2;31.7;90.0,289,21,0,7,205.7,0.353,504.4,0.865,0.231,57.176,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_7d4771a025b17da0,iccra_img_9f849f2d8b38dd27,iccra_99d584a881e3d48a,https://iccra.org/bystate/Michigan/ICCRA%20-%20MI%20-%20(Southeastern)%20(October%20(late)%202005).html,https://iccra.org/bystate/Michigan/images/se2005c.jpg,efea2a79b46f32fe66097a40f58f6c331866a32e2d4bc207a0985b0e08aa9ec3,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,630,473,1.000000,0.492,none,no_review_candidate,5.5,2.5,5.5;172.7;18.4,2595,31,0,12,56.5,0.119,505.1,1.068,0.391,104.030,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_103ab9a721489bcd,iccra_img_32c92450667ea1b6,iccra_172accc36b8ae1e2,"https://iccra.org/bystate/Michigan/ICCRA%20-%20MI%20-%20Adrian%20Township,%20Lenawee%20County%20(July%201995).html",https://iccra.org/bystate/Michigan/images/Adrian%20Township1995.jpg,c68b39b08f403afc23d311c5c9abab995e9db477e34b03590bc30b2d5b771449,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,273,219,1.000000,0.180,none,no_review_candidate,43.8,2.5,43.8;29.6;174.2;116.6,210,15,1,3,29.6,0.135,66.3,0.303,0.207,250.891,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_1ba0f631803e9023,iccra_img_746ed397e8e922f4,iccra_ea95cee11e8269e2,"https://iccra.org/bystate/Michigan/ICCRA%20-%20MI%20-%20Albion,%20Calhoun%20County%20(September%2029,%202002).html",https://iccra.org/bystate/Michigan/images/albion2002-1a.jpg,420062e491df092fb13b5dd2ab2b6951835624e1acef248a25ec1b0a99b63ecc,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,273,174,1.000000,0.317,none,no_review_candidate,42.9,2.6,42.9;15.7;56.9;170.4,51,17,1,5,27.7,0.159,95.6,0.549,0.273,357.880,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_77e0e88955314fc4,iccra_img_f1d7201ca053ae93,iccra_ea95cee11e8269e2,"https://iccra.org/bystate/Michigan/ICCRA%20-%20MI%20-%20Albion,%20Calhoun%20County%20(September%2029,%202002).html",https://iccra.org/bystate/Michigan/images/albion2002-1b.jpg,08c25d53c0aba3f74cec7b3048491a36ca4ceada72b0602eb1f40e7ba959be68,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,273,155,1.000000,0.536,none,no_review_candidate,177.3,3.0,177.3;11.6;23.1;128.4,274,107,1,20,45.3,0.292,299.5,1.932,0.158,2528.654,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
isc_e1e847f3149c7f5a,iccra_img_cccc6fba9573846f,iccra_404045d12f720f66,"https://iccra.org/bystate/Michigan/ICCRA%20-%20MI%20-%20Dexter,%20Washtenaw%20County%20(July%203,%202003).html",https://iccra.org/bystate/Michigan/images/dexter2003a.jpg,618a9d605b715a3ea4a7eb5da65814cef053cac2405884e8eff38917a75dcb09,photograph_or_unspecified,200,not_cleared,analyzed_private_cache,630,316,1.000000,0.798,medium,yes_review_candidate,177.4,1.4,177.4,493,11,0,11,134.0,0.424,599.7,1.898,1.000,55.254,image x-axis; 0=right; clockwise; modulo 180,false,iccra-source-image-straight-v1.0.0,metadata_only_no_source_or_derived_pixels,automated ICCRA source-image review candidate only; image-space axis; not human-validated; not a true-north azimuth; source rights not cleared
